subject_id,frame_paths,n_frames,metadata,ra,dec
87091863,"['data/backyard_worlds/subject_87091863/frame_00.jpg', 'data/backyard_worlds/subject_87091863/frame_01.jpg', 'data/backyard_worlds/subject_87091863/frame_02.jpg', 'data/backyard_worlds/subject_87091863/frame_03.jpg']",4,"{'id': ' 309', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.50754+-7.2790072&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.50754+-7.2790072', 'image0': 'runwise-0000m076.x6.y5.e0.jpeg', 'image1': 'runwise-0000m076.x6.y5.e1.jpeg', 'image2': 'runwise-0000m076.x6.y5.e2.jpeg', 'image3': 'runwise-0000m076.x6.y5.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.50754&dec=-7.2790072&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.50754&dec=-7.2790072&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.50754 dec= -7.2790072', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.50754+-7.2790072&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165892, 1165894, 1165891, 1165895, 1165901, 1165900, 1165902, 1165824, 1165899, 1165903', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542518', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091865,"['data/backyard_worlds/subject_87091865/frame_00.jpg', 'data/backyard_worlds/subject_87091865/frame_01.jpg', 'data/backyard_worlds/subject_87091865/frame_02.jpg', 'data/backyard_worlds/subject_87091865/frame_03.jpg']",4,"{'id': ' 311', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.50799+-6.8879405&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.50799+-6.8879405', 'image0': 'runwise-0000m076.x6.y7.e0.jpeg', 'image1': 'runwise-0000m076.x6.y7.e1.jpeg', 'image2': 'runwise-0000m076.x6.y7.e2.jpeg', 'image3': 'runwise-0000m076.x6.y7.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.50799&dec=-6.8879405&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.50799&dec=-6.8879405&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.50799 dec= -6.8879405', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.50799+-6.8879405&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165824, 1165894, 1165825, 1165893, 1165903, 1165832, 1165902, 1165833, 1165826, 1165901', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542525', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091867,"['data/backyard_worlds/subject_87091867/frame_00.jpg', 'data/backyard_worlds/subject_87091867/frame_01.jpg', 'data/backyard_worlds/subject_87091867/frame_02.jpg', 'data/backyard_worlds/subject_87091867/frame_03.jpg']",4,"{'id': ' 313', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.30917+-8.0609027&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.30917+-8.0609027', 'image0': 'runwise-0000m076.x7.y1.e0.jpeg', 'image1': 'runwise-0000m076.x7.y1.e1.jpeg', 'image2': 'runwise-0000m076.x7.y1.e2.jpeg', 'image3': 'runwise-0000m076.x7.y1.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.30917&dec=-8.0609027&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.30917&dec=-8.0609027&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.30917 dec= -8.0609027', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.30917+-8.0609027&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165888, 1165890, 1165897, 1165959, 1165896, 1165898, 1165891, 1165967, 1165899, 1165905', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542531', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091798,"['data/backyard_worlds/subject_87091798/frame_00.jpg', 'data/backyard_worlds/subject_87091798/frame_01.jpg', 'data/backyard_worlds/subject_87091798/frame_02.jpg', 'data/backyard_worlds/subject_87091798/frame_03.jpg']",4,"{'id': ' 244', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.50885+-5.9601648&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.50885+-5.9601648', 'image0': 'runwise-0000m061.x6.y4.e0.jpeg', 'image1': 'runwise-0000m061.x6.y4.e1.jpeg', 'image2': 'runwise-0000m061.x6.y4.e2.jpeg', 'image3': 'runwise-0000m061.x6.y4.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.50885&dec=-5.9601648&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 3', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.50885&dec=-5.9601648&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.50885 dec= -5.9601648', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.50885+-5.9601648&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165827, 1165829, 1165826, 1165830, 1165836, 1165835, 1165837, 1165834, 1165838, 1165825', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542297', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091824,"['data/backyard_worlds/subject_87091824/frame_00.jpg', 'data/backyard_worlds/subject_87091824/frame_01.jpg', 'data/backyard_worlds/subject_87091824/frame_02.jpg', 'data/backyard_worlds/subject_87091824/frame_03.jpg']",4,"{'id': ' 270', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=0.49300407+-7.0834673&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=0.49300407+-7.0834673', 'image0': 'runwise-0000m076.x1.y6.e0.jpeg', 'image1': 'runwise-0000m076.x1.y6.e1.jpeg', 'image2': 'runwise-0000m076.x1.y6.e2.jpeg', 'image3': 'runwise-0000m076.x1.y6.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=0.49300407&dec=-7.0834673&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=0.49300407&dec=-7.0834673&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 0.49300407 dec= -7.0834673', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=0.49300407+-7.0834673&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '262, 271, 278, 269, 263, 277, 261, 279, 7934, 200', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542385', '!Original Talk Pages of Nearest Subtiles': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542358, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542389, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542412, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542382, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542362, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542409, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542355, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542416, Not Uploaded, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542143'}",,
87091838,"['data/backyard_worlds/subject_87091838/frame_00.jpg', 'data/backyard_worlds/subject_87091838/frame_01.jpg', 'data/backyard_worlds/subject_87091838/frame_02.jpg', 'data/backyard_worlds/subject_87091838/frame_03.jpg']",4,"{'id': ' 283', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=0.099045707+-7.6703703&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=0.099045707+-7.6703703', 'image0': 'runwise-0000m076.x3.y3.e0.jpeg', 'image1': 'runwise-0000m076.x3.y3.e1.jpeg', 'image2': 'runwise-0000m076.x3.y3.e2.jpeg', 'image3': 'runwise-0000m076.x3.y3.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=0.099045707&dec=-7.6703703&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=0.099045707&dec=-7.6703703&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 0.099045707 dec= -7.6703703', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=0.099045707+-7.6703703&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '275, 282, 284, 291, 274, 276, 290, 292, 267, 281', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542430', '!Original Talk Pages of Nearest Subtiles': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542402, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542427, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542434, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542458, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542398, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542405, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542455, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542461, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542376, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542423'}",,
87091845,"['data/backyard_worlds/subject_87091845/frame_00.jpg', 'data/backyard_worlds/subject_87091845/frame_01.jpg', 'data/backyard_worlds/subject_87091845/frame_02.jpg', 'data/backyard_worlds/subject_87091845/frame_03.jpg']",4,"{'id': ' 291', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.90173+-7.6703705&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.90173+-7.6703705', 'image0': 'runwise-0000m076.x4.y3.e0.jpeg', 'image1': 'runwise-0000m076.x4.y3.e1.jpeg', 'image2': 'runwise-0000m076.x4.y3.e2.jpeg', 'image3': 'runwise-0000m076.x4.y3.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.90173&dec=-7.6703705&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.90173&dec=-7.6703705&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.90173 dec= -7.6703705', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.90173+-7.6703705&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '216, 286, 279, 295, 208, 224, 294, 278, 217, 271', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542458', '!Original Talk Pages of Nearest Subtiles': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542199, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542441, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542416, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542472, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542172, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542229, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542468, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542412, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542203, https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542389'}",,
87091852,"['data/backyard_worlds/subject_87091852/frame_00.jpg', 'data/backyard_worlds/subject_87091852/frame_01.jpg', 'data/backyard_worlds/subject_87091852/frame_02.jpg', 'data/backyard_worlds/subject_87091852/frame_03.jpg']",4,"{'id': ' 298', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.70427+-7.8658312&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.70427+-7.8658312', 'image0': 'runwise-0000m076.x5.y2.e0.jpeg', 'image1': 'runwise-0000m076.x5.y2.e1.jpeg', 'image2': 'runwise-0000m076.x5.y2.e2.jpeg', 'image3': 'runwise-0000m076.x5.y2.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.70427&dec=-7.8658312&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.70427&dec=-7.8658312&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.70427 dec= -7.8658312', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.70427+-7.8658312&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165889, 1165891, 1165888, 1165892, 1165898, 1165897, 1165899, 1165959, 1165893', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542482', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091855,"['data/backyard_worlds/subject_87091855/frame_00.jpg', 'data/backyard_worlds/subject_87091855/frame_01.jpg', 'data/backyard_worlds/subject_87091855/frame_02.jpg', 'data/backyard_worlds/subject_87091855/frame_03.jpg']",4,"{'id': ' 302', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.70481+-7.0836338&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.70481+-7.0836338', 'image0': 'runwise-0000m076.x5.y6.e0.jpeg', 'image1': 'runwise-0000m076.x5.y6.e1.jpeg', 'image2': 'runwise-0000m076.x5.y6.e2.jpeg', 'image3': 'runwise-0000m076.x5.y6.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.70481&dec=-7.0836338&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.70481&dec=-7.0836338&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.70481 dec= -7.0836338', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.70481+-7.0836338&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165893, 1165895, 1165824, 1165892, 1165902, 1165825, 1165901, 1165903, 1165891', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542495', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091860,"['data/backyard_worlds/subject_87091860/frame_00.jpg', 'data/backyard_worlds/subject_87091860/frame_01.jpg', 'data/backyard_worlds/subject_87091860/frame_02.jpg', 'data/backyard_worlds/subject_87091860/frame_03.jpg']",4,"{'id': ' 306', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.50687+-7.8656470&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.50687+-7.8656470', 'image0': 'runwise-0000m076.x6.y2.e0.jpeg', 'image1': 'runwise-0000m076.x6.y2.e1.jpeg', 'image2': 'runwise-0000m076.x6.y2.e2.jpeg', 'image3': 'runwise-0000m076.x6.y2.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.50687&dec=-7.8656470&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.50687&dec=-7.8656470&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.50687 dec= -7.8656470', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.50687+-7.8656470&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165889, 1165891, 1165888, 1165892, 1165898, 1165897, 1165899, 1165959, 1165896, 1165900', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542507', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091864,"['data/backyard_worlds/subject_87091864/frame_00.jpg', 'data/backyard_worlds/subject_87091864/frame_01.jpg', 'data/backyard_worlds/subject_87091864/frame_02.jpg', 'data/backyard_worlds/subject_87091864/frame_03.jpg']",4,"{'id': ' 310', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.50777+-7.0834681&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.50777+-7.0834681', 'image0': 'runwise-0000m076.x6.y6.e0.jpeg', 'image1': 'runwise-0000m076.x6.y6.e1.jpeg', 'image2': 'runwise-0000m076.x6.y6.e2.jpeg', 'image3': 'runwise-0000m076.x6.y6.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.50777&dec=-7.0834681&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.50777&dec=-7.0834681&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.50777 dec= -7.0834681', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.50777+-7.0834681&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165893, 1165895, 1165824, 1165892, 1165902, 1165901, 1165903, 1165832, 1165825, 1165900', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542521', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
87091868,"['data/backyard_worlds/subject_87091868/frame_00.jpg', 'data/backyard_worlds/subject_87091868/frame_01.jpg', 'data/backyard_worlds/subject_87091868/frame_02.jpg', 'data/backyard_worlds/subject_87091868/frame_03.jpg']",4,"{'id': ' 314', 'SIMBAD': 'http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=359.30948+-7.8653706&Radius=498&Radius.unit=arcsec', 'VizieR': 'http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=&-out.add=_r&-out.add=_RAJ%2C_DEJ&-sort=_r&-to=&-out.max=20&-meta.ucd=2&-meta.foot=1&-c.rs=498&-c=359.30948+-7.8653706', 'image0': 'runwise-0000m076.x7.y2.e0.jpeg', 'image1': 'runwise-0000m076.x7.y2.e1.jpeg', 'image2': 'runwise-0000m076.x7.y2.e2.jpeg', 'image3': 'runwise-0000m076.x7.y2.e3.jpeg', 'WISEVIEW': 'http://byw.tools/wiseview#ra=359.30948&dec=-7.8653706&size=704&band=3&speed=125&minbright=-15&maxbright=120&linear=1&color=gray&mode=fixed&coadd_mode=window-1.0-year&zoom=2&border=0', 'Tile Number': ' 4', 'Legacy Surveys': 'http://legacysurvey.org/viewer?ra=359.30948&dec=-7.8653706&zoom=13&layer=unwise-neo4', 'Subtile Center': 'R.A.= 359.30948 dec= -7.8653706', 'IRSA Finder Chart': 'https://irsa.ipac.caltech.edu/applications/finderchart/servlet/api?mode=getResult&subsetsize=11.7333&locstr=359.30948+-7.8653706&survey=DSS%2CSDSS%2C2MASS%2CSEIP%2CWISE', 'id Numbers of Nearest Subtiles': '1165889, 1165891, 1165898, 1165897, 1165899, 1165888, 1165892, 1165896, 1165900, 1165906', '!Old Talk Pages for This Subtile': 'https://www.zooniverse.org/projects/marckuchner/backyard-worlds-planet-9/talk/subjects/6542535', '!Original Talk Pages of Nearest Subtiles': 'Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded, Not Uploaded'}",,
